"Invoice","06/23/2016","27531","Stingray Vinyl Net, Fine Mesh","Adcock:Adcock Norfolk","VSR 490 (Stingray Vinyl Net, Fine Mesh)",24,,12.08,289.92,5422.42
"Invoice","06/23/2016","27531",,"Adcock:Adcock Norfolk","Shipping",1,,49.52,49.52,5471.94
"Invoice","06/28/2016","27562","Piranha Power Pole with Lever Lock 8'x16'","Adcock:Adcock Raleigh","PP-LV8 (Piranha Power Pole with Lever Lock 8'x16')",80,,39.40,3152.00,3152.00
"Invoice","11/20/2015","26734","Plastic Replacement Lip, Piranha","Adcock","PA 575 (Plastic Replacement Lip, Piranha)",20,,4.65,93.00,93.00
"Invoice","08/05/2015","26422","Stingray Net Standard Black Bag","Alpha Water Systems Paramount","SR 400 (Stingray Net Standard Black Bag)",6,,13.50,81.00,81.00
"Invoice","08/05/2015","26422","Piranha Complete w/ Regular Bag","Alpha Water Systems Paramount","PA 500 (Piranha Complete w/ Regular Bag)",6,,16.85,101.10,182.10
"Invoice","08/05/2015","26422","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",12,,18.17,218.04,400.14
"Invoice","08/05/2015","26422","Replacement Bag, Deep","Alpha Water Systems Paramount","SS 160 (Replacement Bag, Deep)",12,,8.15,97.80,497.94
"Invoice","08/05/2015","26422",,"Alpha Water Systems Paramount","Shipping",1,,17.67,17.67,515.61
"Invoice","08/20/2015","26474","Replacement Bag, Deep","Alpha Water Systems Paramount","SS 160 (Replacement Bag, Deep)",18,,8.15,146.70,662.31
"Invoice","08/20/2015","26474","Plastic Replacement Lip, Piranha","Alpha Water Systems Paramount","PA 575 (Plastic Replacement Lip, Piranha)",24,,4.65,111.60,773.91
"Invoice","08/20/2015","26474","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",8,,19.00,152.00,925.91
"Invoice","08/20/2015","26474",,"Alpha Water Systems Paramount","Shipping",1,,20.99,20.99,946.90
"Invoice","09/03/2015","26505","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",10,,19.00,190.00,1136.90
"Invoice","09/03/2015","26505","Piranha Power Pole with Lever Lock 8'x16'","Alpha Water Systems Paramount","PP-LV8 (Piranha Power Pole with Lever Lock 8'x16')",10,,39.40,394.00,1530.90
"Invoice","09/03/2015","26505","Piranha Power Pole 6 feet","Alpha Water Systems Paramount","PP LV6 (Piranha Power Pole 6 feet)",10,,36.40,364.00,1894.90
"Invoice","09/03/2015","26505",,"Alpha Water Systems Paramount","Shipping",1,,57.83,57.83,1952.73
"Invoice","10/07/2015","26581","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",15,,18.17,272.55,2225.28
"Invoice","10/07/2015","26581","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",8,,19.00,152.00,2377.28
"Invoice","10/07/2015","26581","Plastic Replacement Lip, Wide Mouth Piranha","Alpha Water Systems Paramount","PA 875 (Plastic Replacement Lip, Wide Mouth Piranha)",10,,4.90,49.00,2426.28
"Invoice","10/07/2015","26581","Piranha Wide Mouth Replacement Bag","Alpha Water Systems Paramount","PA 860 (Piranha Wide Mouth Replacement Bag)",8,,8.45,67.60,2493.88
"Invoice","10/07/2015","26581","Piranha Power Pole Lever Replacement","Alpha Water Systems Paramount","PP LV RP (Piranha Power Pole Lever Replacement)",6,,5.50,33.00,2526.88
"Invoice","10/07/2015","26581",,"Alpha Water Systems Paramount","PP LV GR",12,,6.00,72.00,2598.88
"Invoice","10/07/2015","26581",,"Alpha Water Systems Paramount","Shipping",1,,34.72,34.72,2633.60
"Invoice","10/30/2015","26671","Plastic Replacement Lip, Piranha","Alpha Water Systems Paramount","PA 575 (Plastic Replacement Lip, Piranha)",24,,4.65,111.60,2745.20
"Invoice","10/30/2015","26671","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",6,,19.00,114.00,2859.20
"Invoice","10/30/2015","26671","Replacement Bag, Deep","Alpha Water Systems Paramount","SS 160 (Replacement Bag, Deep)",12,,8.15,97.80,2957.00
"Invoice","10/30/2015","26671","Replacement Bag, Fine Mesh","Alpha Water Systems Paramount","SS 190 (Replacement Bag, Fine Mesh)",4,,8.15,32.60,2989.60
"Invoice","10/30/2015","26671",,"Alpha Water Systems Paramount","Shipping",1,,20.88,20.88,3010.48
"Invoice","12/15/2015","26799","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",18,,18.17,327.06,3337.54
"Invoice","12/15/2015","26799","Plastic Replacement Lip, Piranha","Alpha Water Systems Paramount","PA 575 (Plastic Replacement Lip, Piranha)",36,,4.65,167.40,3504.94
"Invoice","12/15/2015","26799","Replacement Bag, Deep","Alpha Water Systems Paramount","SS 160 (Replacement Bag, Deep)",25,,8.15,203.75,3708.69
"Invoice","12/15/2015","26799",,"Alpha Water Systems Paramount","Shipping",1,,27.28,27.28,3735.97
"Invoice","02/04/2016","26931","Plastic Replacement Lip, Piranha","Alpha Water Systems Paramount","PA 575 (Plastic Replacement Lip, Piranha)",24,,4.65,111.60,3847.57
"Invoice","02/04/2016","26931","Replacement Bag, Deep","Alpha Water Systems Paramount","SS 160 (Replacement Bag, Deep)",20,,8.15,163.00,4010.57
"Invoice","02/04/2016","26931","Plastic Replacement Lip, Wide Mouth Piranha","Alpha Water Systems Paramount","PA 875 (Plastic Replacement Lip, Wide Mouth Piranha)",12,,4.90,58.80,4069.37
"Invoice","02/04/2016","26931",,"Alpha Water Systems Paramount","Shipping",1,,21.31,21.31,4090.68
"Invoice","03/03/2016","27035","Piranha Complete w/ Regular Bag","Alpha Water Systems Paramount","PA 500 (Piranha Complete w/ Regular Bag)",4,,16.85,67.40,4158.08
"Invoice","03/03/2016","27035","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",8,,18.17,145.36,4303.44
"Invoice","03/03/2016","27035","Plastic Replacement Lip, Piranha","Alpha Water Systems Paramount","PA 575 (Plastic Replacement Lip, Piranha)",40,,4.65,186.00,4489.44
"Invoice","03/03/2016","27035","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",12,,19.00,228.00,4717.44
"Invoice","03/03/2016","27035",,"Alpha Water Systems Paramount","Shipping",1,,30.27,30.27,4747.71
"Invoice","03/24/2016","27103","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",8,,18.17,145.36,4893.07
"Invoice","03/24/2016","27103","Replacement Bag, Deep","Alpha Water Systems Paramount","SS 160 (Replacement Bag, Deep)",28,,8.15,228.20,5121.27
"Invoice","03/24/2016","27103","Piranha Power Pole with Lever Lock 8'x16'","Alpha Water Systems Paramount","PP-LV8 (Piranha Power Pole with Lever Lock 8'x16')",10,,39.40,394.00,5515.27
"Invoice","03/24/2016","27103",,"Alpha Water Systems Paramount","Shipping",1,,38.15,38.15,5553.42
"Invoice","04/13/2016","27178","Spa Ray with Fine Mesh Bag","Alpha Water Systems Paramount","SR 390 (Spa Ray with Fine Mesh Bag)",12,,12.50,150.00,5703.42
"Invoice","04/13/2016","27178","Stingray Flat Surface Skimmer, Fine","Alpha Water Systems Paramount","SR 290 (Stingray Flat Surface Skimmer, Fine)",12,,12.36,148.32,5851.74
"Invoice","04/13/2016","27178","Stingray Net Fine Mesh Bag","Alpha Water Systems Paramount","SR 490 (Stingray Net Fine Mesh Bag)",12,,14.10,169.20,6020.94
"Invoice","04/13/2016","27178",,"Alpha Water Systems Paramount","Shipping",1,,40.69,40.69,6061.63
"Invoice","04/13/2016","27184","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",12,,18.17,218.04,6279.67
"Invoice","04/13/2016","27184","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",4,,19.00,76.00,6355.67
"Invoice","04/13/2016","27184","Plastic Replacement Lip, Piranha","Alpha Water Systems Paramount","PA 575 (Plastic Replacement Lip, Piranha)",25,,4.65,116.25,6471.92
"Invoice","04/13/2016","27184",,"Alpha Water Systems Paramount","Shipping",1,,28.44,28.44,6500.36
"Invoice","05/25/2016","27382","Piranha Complete w/ Regular Bag","Alpha Water Systems Paramount","PA 500 (Piranha Complete w/ Regular Bag)",18,,16.85,303.30,6803.66
"Invoice","05/25/2016","27382","Piranha Complete with Quick-Flip Bag","Alpha Water Systems Paramount","PA 533 (Piranha Complete with Quick-Flip Bag)",2,,18.17,36.34,6840.00
"Invoice","05/25/2016","27382","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",10,,19.00,190.00,7030.00
"Invoice","05/25/2016","27382","Plastic Replacement Lip, Piranha","Alpha Water Systems Paramount","PA 575 (Plastic Replacement Lip, Piranha)",50,,4.65,232.50,7262.50
"Invoice","05/25/2016","27382","Replacement Bag, Deep","Alpha Water Systems Paramount","SS 160 (Replacement Bag, Deep)",24,,8.15,195.60,7458.10
"Invoice","05/25/2016","27382","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",18,,18.17,327.06,7785.16
"Invoice","05/25/2016","27382",,"Alpha Water Systems Paramount","Shipping",1,,49.82,49.82,7834.98
"Invoice","07/21/2016","27660","Plastic Replacement Lip, Wide Mouth Piranha","Alpha Water Systems Paramount","PA 875 (Plastic Replacement Lip, Wide Mouth Piranha)",20,,5.15,103.00,7937.98
"Invoice","07/21/2016","27660","Piranha Complete Wide Mouth","Alpha Water Systems Paramount","PA 800 (Piranha Complete Wide Mouth)",24,,19.00,456.00,8393.98
"Invoice","07/21/2016","27660","Plastic Replacement Lip, Wide Mouth Piranha","Alpha Water Systems Paramount","PA 875 (Plastic Replacement Lip, Wide Mouth Piranha)",20,,5.15,103.00,8496.98
"Invoice","07/21/2016","27660","Piranha Complete with Deep Bag","Alpha Water Systems Paramount","PA 560 (Piranha Complete with Deep Bag)",12,,18.17,218.04,8715.02
"Invoice","07/21/2016","27660","Piranha Complete w/ Regular Bag","Alpha Water Systems Paramount","PA 500 (Piranha Complete w/ Regular Bag)",24,,16.85,404.40,9119.42
"Invoice","07/21/2016","27660","Replacement Bag, Regular","Alpha Water Systems Paramount","SS 150 (Replacement Bag, Regular)",10,,8.00,80.00,9199.42
"Invoice","07/21/2016","27660",,"Alpha Water Systems Paramount","Shipping",1,,56.26,56.26,9255.68
"Invoice","07/26/2016","27682","Spa Ray with Regular Bag","Alpha Water Systems Paramount","SR 300 (Spa Ray with Regular Bag)",12,,12.50,150.00,9405.68
"Invoice","07/26/2016","27682",,"Alpha Water Systems Paramount","Shipping",1,,12.65,12.65,9418.33
"Total Alpha Water Systems Paramount",,,,,,,801,,,9418.33,9418.33
"American Pool Supply, Inc.",,,,,,,,,,,""
"Invoice","08/20/2015","26473","Replacement Bag, Deep","American Pool Supply, Inc.","SS 160 (Replacement Bag, Deep)",50,,8.15,407.50,407.50
"Invoice","08/20/2015","26473","FREE","American Pool Supply, Inc.","Shipping",1,,0.00,0.00,407.50
"Invoice","09/03/2015","26503","Piranha Power Pole with Lever Lock 8'x16'","American Pool Supply, Inc.","PP-LV8 (Piranha Power Pole with Lever Lock 8'x16')",30,,39.40,1182.00,1589.50
"Invoice","09/03/2015","26503","Piranha Complete with Deep Bag","American Pool Supply, Inc.","PA 560 (Piranha Complete with Deep Bag)",12,,18.17,218.04,1807.54
"Invoice","09/03/2015","26503",,"American Pool Supply, Inc.","Shipping",1,,87.95,87.95,1895.49
"Invoice","12/15/2015","26798","Piranha Complete with Deep Bag","American Pool Supply, Inc.","PA 560 (Piranha Complete with Deep Bag)",24,,18.17,436.08,2331.57
"Invoice","12/15/2015","26798","Quantity Discount","American Pool Supply, Inc.","9% (Quantity Discount)","",,-9.00%,-39.25,2292.32
"Invoice","12/15/2015","26798","Plastic Replacement Lip, Piranha","American Pool Supply, Inc.","PA 575 (Plastic Replacement Lip, Piranha)",12,,4.65,55.80,2348.12
"Invoice","12/15/2015","26798","Quantity Discount","American Pool Supply, Inc.","9% (Quantity Discount)","",,-9.00%,-5.02,2343.10
"Invoice","12/15/2015","26798","Piranha Complete Wide Mouth","American Pool Supply, Inc.","PA 800 (Piranha Complete Wide Mouth)",36,,19.00,684.00,3027.10
"Invoice","12/15/2015","26798","Quantity Discount","American Pool Supply, Inc.","9% (Quantity Discount)","",,-9.00%,-61.56,2965.54
"Invoice","12/15/2015","26798","Plastic Replacement Lip, Wide Mouth Piranha","American Pool Supply, Inc.","PA 875 (Plastic Replacement Lip, Wide Mouth Piranha)",12,,4.90,58.80,3024.34
"Invoice","12/15/2015","26798","Quantity Discount","American Pool Supply, Inc.","9% (Quantity Discount)","",,-9.00%,-5.29,3019.05
"Invoice","12/15/2015","26798","Replacement Bag, Deep","American Pool Supply, Inc.","SS 160 (Replacement Bag, Deep)",12,,8.15,97.80,3116.85
"Invoice","12/15/2015","26798","Quantity Discount","American Pool Supply, Inc.","9% (Quantity Discount)","",,-9.00%,-8.80,3108.05
"Invoice","12/15/2015","26798","Piranha Complete with Fine Mesh Bag","American Pool Supply, Inc.","PA 590 (Piranha Complete with Fine Mesh Bag)",12,,18.17,218.04,3326.09
"Invoice","12/15/2015","26798","Quantity Discount","American Pool Supply, Inc.","9% (Quantity Discount)","",,-9.00%,-19.62,3306.47
"Invoice","12/15/2015","26798",,"American Pool Supply, Inc.","Shipping",1,,78.60,78.60,3385.07
"Invoice","04/08/2016","27155",,"American Pool Supply, Inc.","PP LV GR",6,,5.80,34.80,3419.87
"Invoice","04/08/2016","27155",,"American Pool Supply, Inc.","Shipping",1,,0.00,0.00,3419.87
"Invoice","04/26/2016","27233","20"" White Nylon Brush","American Pool Supply, Inc.","PA 20WN (20"" White Nylon Brush)",12,,12.25,147.00,3566.87
"Invoice","04/26/2016","27233","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-15.44,3551.43
"Invoice","04/26/2016","27233","Piranha Complete with Deep Bag","American Pool Supply, Inc.","PA 560 (Piranha Complete with Deep Bag)",48,,18.17,872.16,4423.59
"Invoice","04/26/2016","27233","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-91.58,4332.01
"Invoice","04/26/2016","27233","Plastic Replacement Lip, Piranha","American Pool Supply, Inc.","PA 575 (Plastic Replacement Lip, Piranha)",36,,4.15,149.40,4481.41
"Invoice","04/26/2016","27233","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-15.69,4465.72
"Invoice","04/26/2016","27233","Piranha Complete Wide Mouth","American Pool Supply, Inc.","PA 800 (Piranha Complete Wide Mouth)",20,,19.00,380.00,4845.72
"Invoice","04/26/2016","27233","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-39.90,4805.82
"Invoice","04/26/2016","27233","Piranha Wide Mouth Replacement Bag","American Pool Supply, Inc.","PA 860 (Piranha Wide Mouth Replacement Bag)",12,,8.00,96.00,4901.82
"Invoice","04/26/2016","27233","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-10.08,4891.74
"Invoice","04/26/2016","27233","Piranha Power Pole with Lever Lock 8'x16'","American Pool Supply, Inc.","PP-LV8 (Piranha Power Pole with Lever Lock 8'x16')",20,,39.40,788.00,5679.74
"Invoice","04/26/2016","27233","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-82.74,5597.00
"Invoice","04/26/2016","27233","Replacement Bag, Deep","American Pool Supply, Inc.","SS 160 (Replacement Bag, Deep)",12,,7.75,93.00,5690.00
"Invoice","04/26/2016","27233","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-9.77,5680.23
"Invoice","04/26/2016","27233",,"American Pool Supply, Inc.","Shipping",1,,156.44,156.44,5836.67
"Invoice","04/29/2016","27261","Piranha Complete Wide Mouth","American Pool Supply, Inc.","PA 800 (Piranha Complete Wide Mouth)",16,,19.00,304.00,6140.67
"Invoice","04/29/2016","27261","Quantity Disount","American Pool Supply, Inc.","10.5% (Quantity Disount)","",,-10.50%,-31.92,6108.75
"Invoice","04/29/2016","27261",,"American Pool Supply, Inc.","Shipping",1,,16.83,16.83,6125.58
"Invoice","06/24/2016","27540","20"" Stainless Steel","American Pool Supply, Inc.","PA 20SS (20"" Stainless Steel)",12,,17.55,210.60,6336.18
"Invoice","06/24/2016","27540","20"" White Nylon Brush","American Pool Supply, Inc.","PA 20WN (20"" White Nylon Brush)",24,,12.25,294.00,6630.18
"Invoice","06/24/2016","27540","Piranha Complete w/ Regular Bag","American Pool Supply, Inc.","PA 500 (Piranha Complete w/ Regular Bag)",48,,16.20,777.60,7407.78
"Invoice","06/24/2016","27540","Piranha Complete with Deep Bag","American Pool Supply, Inc.","PA 560 (Piranha Complete with Deep Bag)",36,,17.30,622.80,8030.58
"Invoice","06/24/2016","27540","Plastic Replacement Lip, Piranha","American Pool Supply, Inc.","PA 575 (Plastic Replacement Lip, Piranha)",12,,4.15,49.80,8080.38
"Invoice","06/24/2016","27540","Piranha Complete Wide Mouth","American Pool Supply, Inc.","PA 800 (Piranha Complete Wide Mouth)",36,,18.10,651.60,8731.98
"Invoice","06/24/2016","27540","Replacement Bag, Regular","American Pool Supply, Inc.","SS 150 (Replacement Bag, Regular)",12,,6.65,79.80,8811.78
"Invoice","06/24/2016","27540","Replacement Bag, Deep","American Pool Supply, Inc.","SS 160 (Replacement Bag, Deep)",12,,7.75,93.00,8904.78
"Invoice","06/30/2016","27571","20"" Combo Brush","American Pool Supply, Inc.","PA 20CB (20"" Combo Brush)",24,,15.75,378.00,9282.78
"Invoice","06/30/2016","27571","free","American Pool Supply, Inc.","Shipping",1,,0.00,0.00,9282.78
"Invoice","10/28/2015","26655","Piranha Complete with Deep Bag","Aqua Service Distributors","PA 560 (Piranha Complete with Deep Bag)",10,,18.17,181.70,181.70
"Invoice","10/28/2015","26655",,"Aqua Service Distributors","Shipping",1,,18.15,18.15,199.85
"Invoice","05/25/2016","27383","20"" Stainless Steel","Aqua Service Distributors","PA 20SS (20"" Stainless Steel)",10,,18.40,184.00,383.85
"Invoice","05/25/2016","27383",,"Aqua Service Distributors","Shipping",1,,16.40,16.40,400.25
"Invoice","06/14/2016","27478","20"" White Nylon Brush","Aqua Service Distributors","PA 20WN (20"" White Nylon Brush)",12,,12.85,154.20,554.45
"Invoice","06/14/2016","27478",,"Aqua Service Distributors","Shipping",1,,18.40,18.40,572.85
"Invoice","07/12/2016","27623","26"" White Nylon","Aqua Service Distributors","PA 26WN (26"" White Nylon)",12,,19.25,231.00,803.85
"Invoice","07/12/2016","27623",,"Aqua Service Distributors","Shipping",1,,18.00,18.00,821.85
"Invoice","07/26/2016","27684","Spa Ray with Fine Mesh Bag","Aqua Service Distributors","SR 390 (Spa Ray with Fine Mesh Bag)",12,,12.50,150.00,971.85
"Invoice","07/26/2016","27684",,"Aqua Service Distributors","Shipping",1,,18.84,18.84,990.69
"Invoice","12/11/2015","26795","Piranha 2 w/Quick Flip Bag","Aquiform Distributors LTD","PA2 533 (Piranha 2 w/Quick Flip Bag)",12,,1.00,12.00,12.00
"Invoice","02/08/2016","26940","Stingray Vinyl Flat SKimmer w/ Fine Mesh","Aquiform Distributors LTD","VSR 290 (Stingray Vinyl Flat SKimmer w/ Fine Mesh)",24,,10.89,261.36,273.36
"Invoice","02/08/2016","26940","Stingray Lever Lock Power Pole","Aquiform Distributors LTD","SR LV 8 (Stingray Lever Lock Power Pole)",10,,31.00,310.00,583.36
"Invoice","02/08/2016","26940",,"Aquiform Distributors LTD","PA2 800 (Piranha 2 Wide Mouth Complete)",12,,15.80,189.60,772.96
"Invoice","02/08/2016","26940",,"Aquiform Distributors LTD","Shipping",1,,145.59,145.59,918.55
"Invoice","08/20/2015","26469","Replacement Bag, Deep","ATX Pool and Spa","SS 160 (Replacement Bag, Deep)",6,,8.15,48.90,48.90
"Invoice","08/20/2015","26469","Piranha Complete with Quick-Flip Bag","ATX Pool and Spa","PA 533 (Piranha Complete with Quick-Flip Bag)",3,,18.17,54.51,103.41
"Invoice","08/20/2015","26469","Piranha Complete with Deep Bag","ATX Pool and Spa","PA 560 (Piranha Complete with Deep Bag)",20,,18.17,363.40,466.81
"Invoice","08/20/2015","26469","Piranha Complete with Fine Mesh Bag","ATX Pool and Spa","PA 590 (Piranha Complete with Fine Mesh Bag)",4,,18.17,72.68,539.49
"Invoice","08/20/2015","26469","Plastic Replacement Lip, Piranha","ATX Pool and Spa","PA 575 (Plastic Replacement Lip, Piranha)",10,,4.65,46.50,585.99
"Invoice","08/20/2015","26469","Piranha Power Pole Lever Replacement","ATX Pool and Spa","PP LV RP (Piranha Power Pole Lever Replacement)",6,,5.80,34.80,620.79
"Invoice","08/20/2015","26469",,"ATX Pool and Spa","Shipping",1,,45.86,45.86,666.65
"Invoice","10/13/2015","26615","Replacement Bag, Deep","ATX Pool and Spa","SS 160 (Replacement Bag, Deep)",8,,8.15,65.20,731.85
"Invoice","10/13/2015","26615","Piranha Complete with Deep Bag","ATX Pool and Spa","PA 560 (Piranha Complete with Deep Bag)",15,,18.17,272.55,1004.40
"Invoice","10/13/2015","26615","Piranha Complete with Fine Mesh Bag","ATX Pool and Spa","PA 590 (Piranha Complete with Fine Mesh Bag)",2,,18.17,36.34,1040.74
"Invoice","10/13/2015","26615","Plastic Replacement Lip, Piranha","ATX Pool and Spa","PA 575 (Plastic Replacement Lip, Piranha)",15,,4.65,69.75,1110.49
"Invoice","10/13/2015","26615","Piranha Power Pole with Lever Lock 8'x16'","ATX Pool and Spa","PP-LV8 (Piranha Power Pole with Lever Lock 8'x16')",10,,39.40,394.00,1504.49
"Invoice","10/13/2015","26615","Piranha Power Pole Lever Replacement","ATX Pool and Spa","PP LV RP (Piranha Power Pole Lever Replacement)",5,,5.80,29.00,1533.49
"Invoice","10/13/2015","26615",,"ATX Pool and Spa","Shipping",1,,70.00,70.00,1603.49
"Invoice","01/07/2016","26837","Replacement Bag, Deep","ATX Pool and Spa","SS 160 (Replacement Bag, Deep)",8,,8.15,65.20,1668.69
"Invoice","01/07/2016","26837","Piranha Complete with Deep Bag","ATX Pool and Spa","PA 560 (Piranha Complete with Deep Bag)",18,,18.17,327.06,1995.75
"Invoice","01/07/2016","26837","Plastic Replacement Lip, Piranha","ATX Pool and Spa","PA 575 (Plastic Replacement Lip, Piranha)",12,,4.65,55.80,2051.55
"Invoice","01/26/2016","26899","Piranha Complete with Quick-Flip Bag","ATX Pool and Spa","PA 533 (Piranha Complete with Quick-Flip Bag)",3,,18.17,54.51,2106.06
"Invoice","01/26/2016","26899",,"ATX Pool and Spa","Shipping",1,,13.60,13.60,2119.66
"Invoice","03/09/2016","28006","Replacement Bag, Deep","ATX Pool and Spa","SS 160 (Replacement Bag, Deep)",10,,8.15,81.50,2201.16
"Invoice","03/09/2016","28006","Piranha Complete with Quick-Flip Bag","ATX Pool and Spa","PA 533 (Piranha Complete with Quick-Flip Bag)",2,,10.00,20.00,2221.16
